,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
6761,6762,本科二批第一次,理科,20,四川轻化工大学,106,1:1,367,367,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-479.dhtml,48,人力资源管理,非定向,2,413,2,4,,校本部,,4B106,自贡市,,四川省
6762,6763,本科二批第一次,理科,12,四川外国语大学,887,1:1,427,427,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-502.dhtml,48,社会学类,非定向,1,427,1,4,5500,校本部,包含专业：社会学、社会工作,4B887,重庆市,,重庆市
6763,6764,本科二批第一次,理科,36,邵阳学院,696,1:1,349,349,36,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-421.dhtml,48,临床医学,非定向,4,455,4,5,,七里坪校区,,4B696,邵阳市,,湖南省
6764,6765,本科二批第一次,理科,10,广西民族大学,791,1:1,378,378,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-467.dhtml,48,自动化,非定向,2,422,2,4,5550,相思湖校区,,4B791,南宁市,,广西壮族自治区
6765,6766,本科二批第一次,文科,12,山西财经大学,056,1:1,435,435,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-106.dhtml,48,汉语国际教育,非定向,1,465,1,4,5000,迎泽校区,,4A056,太原市,,山西省
6766,6767,本科二批第一次,文科,25,黑河学院,876,1:1,390,390,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1983.dhtml,48,小学教育（师范类）,非定向,5,436,6,4,3000,本校区,,4A876,黑河市,,黑龙江省
6767,6768,本科二批第一次,文科,33,吉林师范大学博达学院（独立学院）,E22,1:1,382,382,33,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1867.dhtml,48,市场营销,非定向,3,382,1,4,25000,,,4AE22,吉林市,,吉林省
6768,6769,本科二批第一次,理科,16,大连交通大学,L64,1:1,422,422,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-126.dhtml,48,机械工程（中外合作办学）,非定向,3,429,3,4,40000,旅顺口校区,中美合作办学，非英语语种考生慎重报考,4BL64,大连市,,辽宁省
6769,6770,本科二批第一次,理科,19,北京城市学院（民办）,528,1:1,348,348,19,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-800.dhtml,48,建筑学（中国传统建筑文化与技艺）,非定向,1,348,0,4,32800,顺义校区,,4B528,北京市,,北京市
6770,6771,本科二批第一次,文科,120,河套学院,L13,1:1,397,397,120,131,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-871.dhtml,48,网络与新媒体,非定向,40,405,43,4,10000,校本部,校企合作专业,4AL13,巴彦淖尔市,,内蒙古自治区
6771,6772,本科二批第一次,理科,26,福建农林大学,147,1:1,404,404,26,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-303.dhtml,48,食品科学与工程,非定向,6,430,6,4,5460,金山校区,专业体检受限要求详见学校招生章程。,4B147,福州市,,福建省
6772,6773,本科二批第一次,文科,12,周口师范学院,151,1:1,389,389,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-375.dhtml,48,国际经济与贸易,非定向,2,389,2,4,4400,校本部,,4A151,周口市,,河南省
6773,6774,本科二批第一次,理科,7,淮北师范大学,455,1:1,381,381,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-289.dhtml,48,电子信息工程,非定向,1,433,1,4,5720,相山校区,,4B455,淮北市,,安徽省
6774,6775,本科二批第一次,理科,870,赤峰学院,L08,1:1,342,342,870,887,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-114.dhtml,48,化学工程与工艺,非定向,50,342,52,4,16000,校本部,只录取有专业志愿的考生，招收英语语种考生,4BL08,赤峰市,,内蒙古自治区
6775,6776,本科二批第一次,文科,10,河北科技师范学院,580,1:1,469,469,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-604.dhtml,48,汉语言文学（师范类）,非定向,5,478,5,4,5060,开发区校区,,4A580,秦皇岛市,,河北省
6776,6777,本科二批第一次,文科,16,潍坊学院,966,1:1,413,413,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-711.dhtml,48,旅游管理,非定向,2,413,1,4,6325,主校区,,4A966,潍坊市,,山东省
6777,6778,本科二批第一次,文科,121,三亚学院（民办）,D58,1:1,379,379,121,133,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402800.dhtml,48,思想政治教育,非定向,3,395,3,4,33900,海南三亚,,4AD58,三亚市,,海南省
6778,6779,本科二批第一次,理科,50,青岛工学院（民办）,E48,1:1,333,333,50,45,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-406136.dhtml,48,人工智能,非定向,2,338,2,4,25000,校本部,,4BE48,青岛市,,山东省
6779,6780,本科二批第一次,理科,30,赣南师范大学,A06,1:1,349,349,30,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-327.dhtml,48,人文地理与城乡规划,非定向,4,363,4,4,4530,蓉江校区,,4BA06,赣州市,,江西省
6780,6781,本科二批第一次,理科,6,长江大学,671,1:1,389,389,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-386.dhtml,48,动物医学类,非定向,2,437,2,4,4500,荆州校区,包含专业：动物医学、动物科学、水产养殖学,4B671,荆州市,,湖北省
6781,6782,本科二批第一次,理科,67,山东工商学院,447,1:1,362,362,67,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-889.dhtml,48,人力资源管理,非定向,1,412,1,4,5500,,,4B447,烟台市,,山东省
6782,6783,本科二批第一次,理科,156,大连民族大学,021,1:1,393,393,156,162,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-949.dhtml,48,经济林,非定向,7,393,5,4,5200,开发区校区,,4B021,大连市,,辽宁省
6783,6784,本科二批第一次,理科,16,景德镇陶瓷大学,228,1:1,349,349,16,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-319.dhtml,48,知识产权,非定向,1,417,1,4,4660,湘湖校区,,4B228,景德镇市,,江西省
6784,6785,本科二批第一次,理科,38,河南工业大学,053,1:1,389,389,38,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-364.dhtml,48,通信工程,非定向,1,455,2,4,5000,莲花街校区,,4B053,郑州市,,河南省
6785,6786,本科二批第一次,理科,17,湖南文理学院,404,1:1,349,349,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-423.dhtml,48,通信工程,非定向,2,406,2,4,5900,校本部,,4B404,常德市,,湖南省
6786,6787,本科二批第一次,理科,10,西安科技大学高新学院（独立学院）,750,1:1,333,333,10,8,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-3586279.dhtml,48,测绘工程,非定向,3,333,1,4,22000,校本部,,4B750,西安市,,陕西省
6787,6788,本科二批第一次,蒙授文科,13,长春大学,832,1:1,394,394,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,48,学前教育,非定向,3,439,3,4,4800,卫星广场校区(东校区),,4C832,长春市,,吉林省
6788,6789,本科二批第一次,理科,20,烟台南山学院（民办）,124,1:1,333,333,20,19,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1023.dhtml,48,化学工程与工艺,非定向,4,342,4,4,15800,东海校区,,4B124,烟台市,,山东省
6789,6790,本科二批第一次,理科,30,山东农业大学,741,1:1,383,383,30,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-339.dhtml,48,土木类,非定向,5,383,5,4,6325,,包含专业：土木工程、道路桥梁与渡河工程、给排水科学与工程,4B741,泰安市,,山东省
6790,6791,本科二批第一次,理科,28,周口师范学院,151,1:1,358,358,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-375.dhtml,48,国际经济与贸易,非定向,2,358,0,4,4400,校本部,,4B151,周口市,,河南省
6791,6792,本科二批第一次,文科,10,天津仁爱学院（民办）,E14,1:1,379,379,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481255.dhtml,48,商务英语,非定向,2,379,1,4,26000,校本部,,4AE14,天津市,,天津市
6792,6793,本科二批第一次,理科,35,青岛农业大学,A75,1:1,390,390,35,37,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-340.dhtml,48,马业科学,非定向,6,390,4,4,5500,青岛,,4BA75,青岛市,,山东省
6793,6794,本科二批第一次,理科,1156,内蒙古工业大学,753,1:1.05,361,338,1214,1226,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,48,环境科学与工程,非定向,64,369,65,4,4600,新城校区,,4B753,呼和浩特市,,内蒙古自治区
6794,6795,本科二批第一次,理科,43,长春光华学院（民办）,A37,1:1,333,333,43,39,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1845.dhtml,49,小学教育,非定向,5,347,6,4,26000,武汉路校区,,4BA37,长春市,,吉林省
6795,6796,本科二批第一次,理科,34,山东交通学院,252,1:1,349,349,34,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-833.dhtml,49,交通运输（轨道交通运营与管理方向）,非定向,2,438,2,4,6325,长清校区,无色盲、色弱,4B252,济南市,,山东省
6796,6797,本科二批第一次,理科,12,上海应用技术大学,217,1:1,450,450,12,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-205.dhtml,49,车辆工程,非定向,1,450,1,4,7000,上海市奉贤区,,4B217,上海市,,上海市
6797,6798,本科二批第一次,理科,883,内蒙古科技大学包头师范学院,L15,1:1,343,343,883,897,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,49,计算机科学与技术（服务外包）,非定向,50,389,50,4,10000,校本部,校企合作，只录取有专业志愿的考生,4BL15,包头市,,内蒙古自治区
6798,6799,本科二批第一次,理科,226,塔里木大学,075,1:1,347,347,226,231,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-591.dhtml,49,物联网工程,非定向,5,380,6,4,3500,校本部,,4B075,阿拉尔市,,新疆维吾尔自治区
6799,6800,本科二批第一次,理科,701,呼伦贝尔学院,766,1:1,344,344,701,730,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-608.dhtml,49,地理科学（师范类）,非定向,20,368,20,4,4200,校本部,,4B766,呼伦贝尔市,,内蒙古自治区
6800,6801,本科二批第一次,理科,30,吉林化工学院,LB6,1:1,336,336,30,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-160.dhtml,49,电子信息工程（中外合作办学）,非定向,10,357,10,4,24000,龙潭校区,与韩国南首尔大学合作办学,4BLB6,吉林市,,吉林省
6801,6802,本科二批第一次,理科,18,湖州师范学院,510,1:1,390,390,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-266.dhtml,49,材料化学,非定向,2,394,2,4,5500,校本部,轻度色觉异常（俗称色弱）、色觉异常Ⅱ度（俗称色盲）不能录取,4B510,湖州市,,浙江省
6802,6803,本科二批第一次,文科,301,赤峰学院,767,1:1,409,409,301,313,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-114.dhtml,49,英语（师范类）,非定向,25,428,25,4,4200,校本部,须加试英语口语且成绩合格,4A767,赤峰市,,内蒙古自治区
6803,6804,本科二批第一次,理科,29,锦州医科大学,827,1:1,387,387,29,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-134.dhtml,49,动物医学,非定向,1,442,1,5,5200,西校园,不招色盲和色弱考生,4B827,锦州市,,辽宁省
6804,6805,本科二批第一次,文科,9,西华大学,546,1:1,469,469,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-480.dhtml,49,知识产权,非定向,2,482,2,4,,郫都校区,,4A546,成都市,,四川省
6805,6806,本科二批第一次,理科,36,邵阳学院,696,1:1,349,349,36,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-421.dhtml,49,药学,非定向,2,403,2,4,,七里坪校区,,4B696,邵阳市,,湖南省
6806,6807,本科二批第一次,文科,487,呼伦贝尔学院,766,1:1,403,403,487,502,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-608.dhtml,49,地理科学（师范类）,非定向,19,438,19,4,4200,校本部,,4A766,呼伦贝尔市,,内蒙古自治区
6807,6808,本科二批第一次,理科,158,黑龙江科技大学,457,1:1,369,369,158,160,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-178.dhtml,49,信息管理与信息系统,非定向,6,416,6,4,3500,校本部,,4B457,哈尔滨市,,黑龙江省
6808,6809,本科二批第一次,理科,1831,内蒙古科技大学,764,1:1,355,355,1831,1857,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-108.dhtml,49,测绘工程,非定向,65,370,65,4,4600,校本部,,4B764,包头市,,内蒙古自治区
6809,6810,本科二批第一次,文科,25,黑河学院,876,1:1,390,390,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1983.dhtml,49,汉语言文学,非定向,2,451,2,4,3000,本校区,,4A876,黑河市,,黑龙江省
6810,6811,本科二批第一次,理科,16,大连交通大学,L64,1:1,422,422,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-126.dhtml,49,土木工程（中外合作办学）,非定向,3,422,2,4,40000,旅顺口校区,中美合作办学，非英语语种考生慎重报考,4BL64,大连市,,辽宁省
6811,6812,本科二批第一次,理科,13,湘南学院,A50,1:1,400,400,13,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-419.dhtml,49,人工智能,非定向,2,400,2,4,4800,王仙岭校区,,4BA50,郴州市,,湖南省
6812,6813,本科二批第一次,文科,6,南京工程学院,100,1:1,455,455,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-754.dhtml,49,社会工作,非定向,2,455,2,4,5200,校本部,,4A100,南京市,,江苏省
6813,6814,本科二批第一次,文科,5,长春工程学院,430,1:1,405,405,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-809.dhtml,49,财务管理,非定向,2,458,3,4,4800,湖东校区,,4A430,长春市,,吉林省
6814,6815,本科二批第一次,文科,12,周口师范学院,151,1:1,389,389,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-375.dhtml,49,经济学,非定向,2,409,2,4,4400,校本部,,4A151,周口市,,河南省
6815,6816,本科二批第一次,文科,8,山西农业大学,680,1:1,426,426,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-95.dhtml,49,市场营销,非定向,1,426,1,4,5175,,,4A680,晋中市,,山西省
6816,6817,本科二批第一次,理科,604,赤峰学院,767,1:1,357,357,604,616,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-114.dhtml,49,英语（师范类）,非定向,24,389,24,4,4200,校本部,须口语合格,4B767,赤峰市,,内蒙古自治区
6817,6818,本科二批第一次,文科,121,三亚学院（民办）,D58,1:1,379,379,121,133,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402800.dhtml,49,国际经济与贸易,非定向,2,382,2,4,31900,海南三亚,,4AD58,三亚市,,海南省
6818,6819,本科二批第一次,理科,240,河套学院,L13,1:1,338,338,240,243,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-871.dhtml,49,农学（植保无人机研发与应用方向）,非定向,40,338,29,4,10000,校本部,校企合作专业,4BL13,巴彦淖尔市,,内蒙古自治区
6819,6820,本科二批第一次,文科,20,赣南师范大学,A06,1:1,388,388,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-327.dhtml,49,新闻学,非定向,2,441,3,4,4270,蓉江校区,,4AA06,赣州市,,江西省
6820,6821,本科二批第一次,理科,6,长江大学,671,1:1,389,389,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-386.dhtml,49,生物科学类,非定向,2,423,2,4,4500,荆州校区,包含专业：生物技术、生物工程,4B671,荆州市,,湖北省
6821,6822,本科二批第一次,理科,67,山东工商学院,447,1:1,362,362,67,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-889.dhtml,49,物流管理,非定向,1,362,0,4,5500,,,4B447,烟台市,,山东省
6822,6823,本科二批第一次,理科,156,大连民族大学,021,1:1,393,393,156,162,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-949.dhtml,49,光电信息科学与工程,非定向,2,447,3,4,5200,开发区校区,,4B021,大连市,,辽宁省
6823,6824,本科二批第一次,文科,12,合肥学院,J49,1:1,424,424,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-706.dhtml,49,会展经济与管理,非定向,2,424,1,4,4600,校本部,,4AJ49,合肥市,,安徽省
6824,6825,本科二批第一次,文科,26,重庆人文科技学院（民办）,090,1:1,384,384,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1807.dhtml,49,护理学,非定向,3,424,3,4,16000,校本部,,4A090,重庆市,,重庆市
6825,6826,本科二批第一次,理科,19,重庆三峡学院,B20,1:1,348,348,19,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-497.dhtml,49,食品科学与工程,非定向,3,405,3,4,5600,校本部,,4BB20,重庆市,,重庆市
6826,6827,本科二批第一次,理科,9,沈阳大学,938,1:1,389,389,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-690.dhtml,49,材料成型及控制工程,非定向,3,414,3,4,5200,望花/联合路校区,,4B938,沈阳市,,辽宁省
6827,6828,本科二批第一次,理科,18,宁波工程学院,969,1:1,400,400,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-705.dhtml,49,计算机科学与技术,非定向,2,452,2,4,5500,,第一学年和第二学年在风华校区，第三学年起在翠柏校区。,4B969,宁波市,,浙江省
6828,6829,本科二批第一次,理科,37,重庆科技学院,993,1:1,383,383,37,38,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-849.dhtml,49,工商管理类,非定向,5,418,5,4,5600,校本部,包含专业：会计学、人力资源管理、市场营销,4B993,重庆市,,重庆市
6829,6830,本科二批第一次,文科,10,天津仁爱学院（民办）,E14,1:1,379,379,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481255.dhtml,49,财务管理,非定向,2,410,2,4,23000,校本部,,4AE14,天津市,,天津市
6830,6831,本科二批第一次,理科,16,衡水学院,644,1:1,336,336,16,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-85.dhtml,49,电子信息工程,非定向,2,404,2,4,4900,校本部,,4B644,衡水市,,河北省
6831,6832,本科二批第一次,理科,38,大连财经学院（民办）,C00,1:1,333,333,38,33,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4A,工程管理,非定向,1,333,0,4,27500,校本部,,4BC00,大连市,,辽宁省
6832,6833,本科二批第一次,文科,60,长春大学旅游学院（独立学院）,B77,1:1,383,383,60,66,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1868.dhtml,4A,汉语国际教育,非定向,2,399,2,4,25000,奢岭校区,,4AB77,长春市,,吉林省
6833,6834,本科二批第一次,文科,25,海口经济学院（民办）,926,1:1,379,379,25,23,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1010.dhtml,4A,人力资源管理,非定向,2,380,3,4,45900,校本部,,4A926,海口市,,海南省
6834,6835,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4A,土木工程,非定向,1,333,0,4,25000,主校区,,4BA53,大连市,,辽宁省
6835,6836,本科二批第一次,文科,37,大连财经学院（民办）,C00,1:1,379,379,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4A,工程管理,非定向,1,400,1,4,27500,校本部,,4AC00,大连市,,辽宁省
6836,6837,本科二批第一次,理科,55,长春大学旅游学院（独立学院）,B77,1:1,333,333,55,28,27,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1868.dhtml,4A,汉语国际教育,非定向,1,346,1,4,25000,奢岭校区,,4BB77,长春市,,吉林省
6837,6838,本科二批第一次,理科,38,大连财经学院（民办）,C00,1:1,333,333,38,33,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4B,工程造价,非定向,2,333,1,4,27500,校本部,,4BC00,大连市,,辽宁省
6838,6839,本科二批第一次,理科,16,喀什大学,857,1:1,344,344,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-596.dhtml,4B,给排水科学与工程,非定向,3,344,4,4,3500,新泉校区,,4B857,喀什地区,,新疆维吾尔自治区
6839,6840,本科二批第一次,理科,6,张家口学院,K42,1:1,347,347,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5480183.dhtml,4B,医学影像技术,非定向,1,410,1,4,5200,平门校区,,4BK42,张家口市,,河北省
6840,6841,本科二批第一次,文科,25,海口经济学院（民办）,926,1:1,379,379,25,23,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1010.dhtml,4B,市场营销,非定向,2,379,1,4,45900,校本部,,4A926,海口市,,海南省
6841,6842,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4B,测绘工程,非定向,1,333,0,4,25000,主校区,,4BA53,大连市,,辽宁省
6842,6843,本科二批第一次,文科,37,大连财经学院（民办）,C00,1:1,379,379,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4B,工程造价,非定向,1,393,1,4,27500,校本部,,4AC00,大连市,,辽宁省
6843,6844,本科二批第一次,理科,2,桂林理工大学,LQ9,1:1,401,401,2,2,0,,4B,机械设计制造及其自动化（中外合作办学）,非定向,2,401,2,4,40000,桂林雁山校区,,4BLQ9,桂林市,,广西壮族自治区
6844,6845,本科二批第一次,理科,38,大连财经学院（民办）,C00,1:1,333,333,38,33,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4C,人力资源管理,非定向,2,352,2,4,27500,校本部,,4BC00,大连市,,辽宁省
6845,6846,本科二批第一次,文科,18,吉首大学,701,1:1,431,431,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-409.dhtml,4C,新闻学,非定向,2,456,2,4,6000,吉首校区,,4A701,湘西土家族苗族自治州,,湖南省
6846,6847,本科二批第一次,文科,25,海口经济学院（民办）,926,1:1,379,379,25,23,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1010.dhtml,4C,电子商务,非定向,2,379,2,4,35900,校本部,,4A926,海口市,,海南省
6847,6848,本科二批第一次,文科,37,大连财经学院（民办）,C00,1:1,379,379,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4C,人力资源管理,非定向,2,394,2,4,27500,校本部,,4AC00,大连市,,辽宁省
6848,6849,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4C,地理空间信息工程,非定向,1,333,0,4,25000,主校区,,4BA53,大连市,,辽宁省
6849,6850,本科二批第一次,理科,38,大连财经学院（民办）,C00,1:1,333,333,38,33,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4D,劳动与社会保障,非定向,3,333,2,4,27500,校本部,,4BC00,大连市,,辽宁省
6850,6851,本科二批第一次,理科,12,岭南师范学院,847,1:1,341,341,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-443.dhtml,4D,机械设计制造及其自动化,非定向,2,396,2,4,5190,校本部,不招单色识别不全者,4B847,湛江市,,广东省
6851,6852,本科二批第一次,理科,22,海口经济学院（民办）,926,1:1,333,333,22,4,18,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1010.dhtml,4D,市场营销（创意产业管理）,非定向,2,333,1,4,35900,校本部,,4B926,海口市,,海南省
6852,6853,本科二批第一次,文科,37,大连财经学院（民办）,C00,1:1,379,379,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1585.dhtml,4D,劳动与社会保障,非定向,3,394,3,4,27500,校本部,,4AC00,大连市,,辽宁省
6853,6854,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4D,建筑学,非定向,1,333,0,5,25000,主校区,,4BA53,大连市,,辽宁省
6854,6855,本科二批第一次,理科,32,兰州财经大学,051,1:1,357,357,32,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-581.dhtml,4E,信息管理与信息系统,非定向,3,410,3,4,3800,和平校区,,4B051,兰州市,,甘肃省
6855,6856,本科二批第一次,理科,25,长春大学,832,1:1,378,378,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,4E,机器人工程,非定向,3,409,3,4,5400,卫星广场校区(东校区),,4B832,长春市,,吉林省
6856,6857,本科二批第一次,理科,32,大连理工大学城市学院（独立学院）,A53,1:1,333,333,32,19,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1565.dhtml,4E,风景园林,非定向,1,333,0,4,25000,主校区,,4BA53,大连市,,辽宁省
6857,6858,本科二批第一次,理科,12,岭南师范学院,847,1:1,341,341,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-443.dhtml,4F,地理信息科学,非定向,2,341,2,4,5190,校本部,不招色盲,4B847,湛江市,,广东省
6858,6859,本科二批第一次,文科,25,海口经济学院（民办）,926,1:1,379,379,25,23,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1010.dhtml,4F,会展经济与管理（数字会展）,非定向,3,379,3,4,36900,校本部,,4A926,海口市,,海南省
6859,6860,本科二批第一次,理科,25,长春大学,832,1:1,378,378,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-892.dhtml,4F,人工智能,非定向,3,428,3,4,5400,卫星广场校区(东校区),,4B832,长春市,,吉林省
